slide_id,group
BRACS_1003684.svs,MT
BRACS_1003692.svs,MT
BRACS_1003698.svs,MT
BRACS_1003699.svs,MT
BRACS_1003703.svs,MT
BRACS_1003709.svs,MT
BRACS_1003721.svs,MT
BRACS_1003722.svs,MT
BRACS_1003723.svs,MT
BRACS_1003727.svs,MT
BRACS_1003731.svs,MT
BRACS_1003732.svs,MT
BRACS_1231.svs,MT
BRACS_1232.svs,MT
BRACS_1235.svs,MT
BRACS_1272.svs,MT
BRACS_1277.svs,MT
BRACS_1279.svs,MT
BRACS_1284.svs,MT
BRACS_1286.svs,MT
BRACS_1287.svs,MT
BRACS_1288.svs,MT
BRACS_1289.svs,MT
BRACS_1293.svs,MT
BRACS_1356.svs,MT
BRACS_1358.svs,MT
BRACS_1361.svs,MT
BRACS_1362.svs,MT
BRACS_1368.svs,MT
BRACS_1392.svs,MT
BRACS_1393.svs,MT
BRACS_1394.svs,MT
BRACS_1406.svs,MT
BRACS_1407.svs,MT
BRACS_1411.svs,MT
BRACS_1413.svs,MT
BRACS_1414.svs,MT
BRACS_1478.svs,MT
BRACS_1487.svs,MT
BRACS_1516.svs,MT
BRACS_1578.svs,MT
BRACS_1580.svs,MT
BRACS_1590.svs,MT
BRACS_1635.svs,MT
BRACS_1637.svs,MT
BRACS_1638.svs,MT
BRACS_1639.svs,MT
BRACS_1643.svs,MT
BRACS_1646.svs,MT
BRACS_1647.svs,MT
BRACS_1648.svs,MT
BRACS_1650.svs,MT
BRACS_1652.svs,MT
BRACS_1654.svs,MT
BRACS_1798.svs,MT
BRACS_1810.svs,MT
BRACS_1812.svs,MT
BRACS_1817.svs,MT
BRACS_1823.svs,MT
BRACS_1826.svs,MT
BRACS_1828.svs,MT
BRACS_1830.svs,MT
BRACS_1831.svs,MT
BRACS_1910.svs,MT
BRACS_1984.svs,MT
BRACS_280.svs,MT
BRACS_281.svs,MT
BRACS_283.svs,MT
BRACS_286.svs,MT
BRACS_288.svs,MT
BRACS_291.svs,MT
BRACS_292.svs,MT
BRACS_295.svs,MT
BRACS_297.svs,MT
BRACS_301.svs,MT
BRACS_311.svs,MT
BRACS_3289.svs,MT
BRACS_3290.svs,MT
BRACS_3291.svs,MT
BRACS_3293.svs,MT
BRACS_3294.svs,MT
BRACS_3301.svs,MT
BRACS_3305.svs,MT
BRACS_3308.svs,MT
BRACS_3314.svs,MT
BRACS_3315.svs,MT
BRACS_3316.svs,MT
BRACS_3320.svs,MT
BRACS_3323.svs,MT
BRACS_734.svs,MT
BRACS_739.svs,MT
BRACS_740.svs,MT
BRACS_747.svs,MT
BRACS_749.svs,MT
BRACS_750.svs,MT
BRACS_753.svs,MT
BRACS_754.svs,MT
BRACS_756.svs,MT
BRACS_757.svs,MT
BRACS_759.svs,MT
BRACS_773.svs,MT
